ulasan,label
bagaimana ni admin saya sudah untuk laporan tentang akun gojek saya tapi sampai skrg not_ada respon sudah 5 hari tolong ya admin kerjasama nya terimakasih,positif
ok makin baik makin bgs layanannya,positif
saya males pakai gojek ongkosan terlalu mahal mending saya naik grab cman 5 ribu kalau naik gojek mahal,negatif
barcode susah muncul dilayar hp admin,netral
bagus kalau bisa tingkatkan kwalitas,netral
banyak voucher diskonnya dan mudah menggunakan aplikasi nya,positif
thanks gojek saat ini belum ada kendala tingkatkan terus pelayanannya,positif
saya slalu pakai gojek semoga driver nya slalu amanah tepat waktu,positif
cuma gara2 paylater not_di bayar sampe layanan pelanggan nya nagih2 by telepon not_prihatin orang yang not_kerja not_punya duit akhirnya minjem nyesel dengan gojek,negatif
saya senang dengan proses upgrade akun yang cepat,netral
ada aplikasi go investasi not_jelas boro boro di untung investasi gojek keamanan not_terjamin masa sudah beli emas akun investasi nya diblokir dengan alasan masuk ke akun gopay orang lain aplikasi brengsek komplain 2 minggu lebih malah akun dinonaktifkan dasar aplikasi penjajah,negatif
setelah upgrade paylaternya not_bisa dipakai untuk beli pulsa dan paket data sungguh mengecewakan,netral
saya sudah 2 ganti nomor kenapa akun gopay saya di blokir untuk sistem transaksi,negatif
kalau custamer yang ngerti di antara 2 aplikasi geojek indrive pasti pilih indrive bisa pilih driver terdekat ongkos kirim yang murah lebih efisien sedangkan gojek sudah ongkos kirim nya mahal driver nya jauh jauh menghambat waktu kalian mu pilih mana cepat tepat murah atau lambat dan mahal,negatif
terlalu sering update,netral
terlalu banyak update mana gede lagi update,netral
aplikasi penjajah mitra sistem yang bobrok not_transfaran terhadap mitra di luar bagus dalamnya bobrok penumpang bayar mahal masuk ke driver separonya potongan siluman sudah di bebani 20 di tambah lagi potongan goib wahai para planggan driver gojek sbtelunya sedikit kebagiannya potongan nya hampir 50 mereka ambil not_buruk sangka tarif mahal yang masuk ke driver hanyalah separonya kalau urusan transparan aplikasi sebelah lebih bijak di banding karya anak bangsa hisap darah bangsa sendiri,negatif
kdg susah dapat driver sekalinya susah dapat bakalan susah sekali sampe capek menunggu hampir dua jam not_dpt2,netral
top gopartner sekarang sama kaya mod it jalanan layanan bisa di pilih sesuka hati,positif
kenapa fitur go ride hemat saya hilang ya padahal saya not_ngapa mengapa loh,positif
lama sekali mencari driver,negatif
maaf aplikasi tolong di perbaiki karena sering error,negatif
pt gojek indonesia memang mantap,positif
sumpah ini aplikasi menyebalkan untuk minta bantuan saja susah telepon layanan pelanggan ka not_diangkat2 sudah 5 kali telepon semakin upgrade ka not_dikasih tau lg batalknnya habis pulsa gopay saya,netral
saya update kasih bintang 1 sangat buruk setelah di update makin ribet aplikasi nya not_ramah untuk orang naik kereta awalnya beli tiket gampang sekarang berbelit jadi ketinggalan kereta terus karena aplikasi nya ribet sama lambat,negatif
ongkirnya yang kemahalan masak aku pesan minuman yang harganya 30 jadi 130 tolong jngan mahal2 dong ongkirnya,netral
tolong ini mah driver mobil kenapa pada mager untuk ke lokasinya 995 meter bilangnya jauh mending kalau boleh saran untuk driver yang mungkin belum siap untuk ambil user not_di aktifkan dulu aplikasinya ini dapat driver yang not_terlalu jauh jaraknya pada gg ada respon,negatif
simpel dan lengkap fitur nya,positif
suka lama masuknya kalau top up,netral
tolong driver jemput pelanggan tepat waktu di peta lama bergerak,positif
gojek nya hanya bisa di tempat tertentu sama kalau posisinya driver nya gatau langsung dicancel sendiri not_pakai bilang apa apa sudah menunggu lama padal,negatif
tambah berat saja admin aplikasinya,netral
untuk aplikasi gojek driver nya di buka lagi dong untuk menjadi mitranya,negatif
gopaylater saya not_bisa di gunakan di semua merchan padahal saya selalu bayar tepat waktu,negatif
bagu s appnya membntu sekali,netral
makin ke sini mala makin jelekk buka aplikasi saja lodingnya lama padahal sebelumnya lancar lancar ajaa,netral
kecewa mau pesan go ride not_bisa melulu segala ada bacaan gojek mengalamin masalah mlu kenapa y,netral
not_dapat di update kode 504 hp saya xiaomi redmi note 2 mohon solusi,netral
kenapa tiap aku top up gopay masuknya lama sekali inboxnya dah masuk tapi gopaynya masuknya lama tolong diperbaiku,negatif
akhir akhir ini susah sekali dapat orderan malas pakai aplikasi ini,negatif
metode pembayaran dengan linkaja kenapa not_bisa heran,netral
saya melakukan komplain makanan salah berkali2 selalu dijawab lebih dari 6 jam dan diminta kirim foto makanannya tapi dalam chat itu not_ada menu attach hanya kamera saja lalu ditolak pengajuan saya dan ketika saya bls chat lagi tiba2 ada menu sayang sekali buang2 waktu jadinya saya gag mau lagi jadi anak sultan disini kalau seperti ini terus seolah dimanipulasi supaya not_bisa komplain sad,negatif
tranportasi gojek emang cepat,positif
skrg biaya aga mahal produk dinaikin masih ditambah biaya aplikasi dll,netral
kenapa map nya not_jlas sekali si slalu not_tepat,netral
kenapa kalau pesan gocar selalu dicancle sama drivernya padahal not_terlalu jauh titik jemputnya pernah sampai 1 jam belum dapat gocar akhirnya pakai gojek mana bawa ank bayi dan balita susah sekali dapat gocar kenapa sih,netral
hidup semakin simple tanpa ribet mo makan tnpa keluar rumah ketolong sekali deh ada gojek,positif
saya not_puasa karena admin dari paylater berbicara dengan nada yang not_sopan klau kalian punya aplikasi sistem pinjem bayar nnti itu kalian harus buat seperti pinjam pulsa jadi not_perlu kalian tagih dengan nada yang not_sopan saya kecewa dengan playanan payleter,negatif
aplikasi susah di dolot,negatif
ini aplikasi gojek kenapa dah tiap gopey ku ada saldonya slalu dapat double orderan kasih abng bpk gojek yang dtg tapi penumpangnya sudah pergi ama driver yang pertama dtg,negatif
kadang derivernya hpnya not_bisa dihubungi secara keseluruhan masih baik cuma penjemputan kadang lambat mungkin macet kali ya tapi ok lah not_masalah,positif
gojek semakin di depan banyak inovasi yang dilakukan pada layanan aplikasi go jek terus maju sukses,positif
segalanya jadi makin gampang,positif
goride membantu saat jaln an macet bisa lewat jalan gang2 kecil,positif
kok mau update saja susah sekali cuma muter muter doang,negatif
kecewa saya not_pernah pesan tapi saya harus bayar pesan an yang saya pesan kecewa sekali mana pesanannya mahal,negatif
sebagai pengguna lama baru kali ini saya kecewa sama aplikasi go jek terutama gocar sebelumnya saya not_pernah ada masalah walau kadang not_sesuai harapan dan tetap saya kasih bintang lima dan tip tapi ini sudah pakai prioritas tetap dicancel driver dengan alasan jauh padahal di maps dekat harga not_sesuai kan not_saya yang kasih harga jg driver yang beneran jauh posisinya padahal prioritas harusnya yang paling dekat akhirnya adu lama2an cancel order makan waktu makan ati hiks,negatif
cepat ramah dan murah,positif
favorit dan langganan,positif
jelek semakin banyak driver yang kasar karena di batalin padahal drivernya sendiri yang lama sekali dan banyak bug,negatif
saya sebenarnya suka aplikasi ini namun akhir akhir ini kenapa setiap saya atur promo gofood selalu di batalkan oleh sistem,netral
terimakasih gojek walaupun beda pulau tinggal dari orangtua tapi tetep bisa pesenin makanan untuk orangtua melalu go food sangat membantu sekalii,positif
jelek susah masuk akun lewat email,negatif
jek knapa kk not_pernah dapat order pada hal sblun corona ini dia nariknya full mohon jadi perhatianya,netral
saya dapat diskon banyak tapi tolong iklanya kurangin,positif
sangat membantu disaat membutuhkan,positif
tepat sasaran dan nyaman,positif
yaampun saya not_suka sama gojek ini apa instalan nya saja 2 jam,negatif
tarip nya kadang 2 not_sesuai,netral
kenapa mau update aplikasi ko susah terus,netral
sgt membantu sekali gerak cepat,positif
banyak penjahat kelas kakap nya yang duduk sebagai posisi karyawan nya,negatif
masyaalloh selalu suka pakai gojek selain lebih murah banyak promo dan diskon tingkatkan lagi diskonannya dan pertahankan pelayanannya,positif
enak cepat datangnya juga tapi sih juga mengesalkan orangnya yang ngirim ganteng loh aku kasih bintang lima terima kasih gojek,positif
aplikasi yang selalu merugikan banyak orang di unistal rame saja untuk apa aplikasi sampah,negatif
sementara ini dulu nilai nya karena beda akun beda harga jadi aneh saja,netral
not_bisa ya,positif
membantu mem3nuhi kebutuhan bifng jasa,positif
baru kali ini pesanan saya not_sesuai langsung kecewa sama gojek,negatif
3 dulu kalau bagus layanannya nanti aku tambah lagi bintang nya,netral
kenapa dari kemarin belum cair intensif pd hal yang laen sudah masuk semua,negatif
kok gojek not_bisa pesan grabfood ya,positif
gojek pelayanannya buruk order gofood dari jam 12 siang baru diantar jam 3 tolonglah rugi saya jadi harus beli makanan 2 kali dicancel not_bisa chat layanan pelanggan cuma suruh tunggu2 laporan ditutup tau2 sudah berjam2 diantar,negatif
kotoran lah not_bisa pesan terus asu,negatif
gojek sekarang estimasi nya kelamaan kecewa sama pelayanan nya sudah lama pesanan nya not_bisa dibatalkan lagi 2 jam menunggu estimasi nya gila,negatif
tolpng jika suda di apdet driver nya not_lama lama jempitnya,netral
apalah gojek ini aku pesan 3x dapat drivernya tapi drivernya not_jalan dan stay di tempat awal kadang juga susa dapat drivernya maaf gojek untuk kali ini saya pindah di aplikasi sebelah,netral
kecewa saja dech 100 ribu melayang gitu aja uninstall dech,negatif
masa gara ke hapus terus ku unduh lagi akunnya masih sama kog malah uang ku hilang tu mksdnya bagaimana gojeknya nyesel sekali dah sumpah,negatif
kenapa aku not_bisah transaki isi pulsa di akun gojek ku,netral
saya pakai untuk beli voucher game terimkasih sudah ada diskonnya,positif
entah sampai kapan bisa masuk akun sudah terdaftar tapi sudah lupa sama no yang lama sampe kapan pun bgitu gitu saja kalau lupa no nya bagaimana nih,negatif
pelayanan sangat bagus dan menyenangkan,positif
sangat membantu transportasi untk banyak keperluan trmksh,positif
bbrp kali pesan makanan dan antar woke sekali cepat tetap dan ramah,positif
harga selalu terjangkau dan pengemudi jg oke punya,positif
mantap dan terlengkap aplikasinya rekomen lah pokok nya,positif
aplikasi penipuh tdk mensejahterakan driver,negatif
kenapa gojek sekarang lambat sekali ya driver not_gerak2 kolom chat ngak bisa apa drivernya pada nolak rezeky order 1 jam not_bisa2 padahal area jakarta loh,netral
di update tiba2 not_bisa masuk akun ini kenapa woyy kode otp sudah di kirim ke sms ke wa juga tetep saja not_bisa masuk di suruh periksa sambungan internet lah tunggu inilah 4jam berlalu tetep saja not_bs masuk,negatif
update terus aplikasi sudah tdk bsa digunakan,netral
kakean sambat driver nya jauh dikit tarif sama not_mau suruh cancel,negatif
sering pesan makanan kok byak driver nya not_ad yang mau nerima,positif
pelayanan sangat cepat dan ramah,positif
payah ini gopay nya curang untuk pembayaran not_terbayar tapi saldo terpotong layanan chatting juga susah terus siapa yang tanggung jawab untuk saldo yang terpotong kalau niat nyopet di terminal gitu apa,negatif
sekarang buat ribet masa pesan go food kalau makanan abis not_bisa di cansel harus telepon ke kantor gojek ini namanya buat costumer harus keluar pulsa untuk telepon gojek kalau mau cansel apa2an terus bisa dimanfaatin sama pedagang nya untuk ngejual makanan yang lain karena makanan yang lain not_habis konyol namanya,negatif
sangat membantu keseharian bagus cekatan,positif
perbaiki eror dan tingkatkan layanan greater,netral
tolong banyakin promo goride nya jngan gofood melulu yang promo,netral
alhamdulillah butuh driver tengah malem untuk otw ke rs sikap drivernya sopan keamanan mengemudinya baik terima kasih mas sehat selalu,positif
aplikasi nya makin aneh saya isi gopay not_masuk lalu saya coba order gojek susah dan malah error saya logout pas mau coba masuk kembali malah susah not_bisa2 dan suru ganti nomor baru karena input nomor lama not_mau ini bagaimana cek saldo gopay nya masuk atau not_makin hari not_makin baik malah makin repot customer,negatif
sekarang ongkirnya malah tambah mahal jadi males juga mau order makanan percuma dikasih voucher juga ongkirnya saya tetap bayar malah banyak ongkirnya juga berubah2 terus jadi tambah mahal baru selang bbrp jam dah berubah2 lg ongkirnya padahal alamat saya masih disitu2 saja,positif
tambah mahal saja yah karena laku mungkin ya,netral
aplikasi bagus kalau sekarang ketika mau pesan go food dari restoran dulu di konfirmasi baru dicari in drivernya lebih efisien waktu,positif
belum baru update lihat nanti sesuai not_dengan yang diinfokan,netral
aplikasi nya tolong diperkecil ya,positif
saya selalu mendapat go car yang jaraknya jauh,negatif
kenapa sekarang susah sekali untuk order gofood kebanyakan sepi driver padahal dlu gampang,netral
hay gojek koq skrg ada pembelian aplikasi nya yaa,netral
biaya gofud mahal pindah ke sebelah saja dulu ya,netral
assalamualaikum wb nama saya eka saya kcwa sekali sama aplikasi nya kenapa saya kasih bintang 1 karena aplikasi nya not_bisa di download mohon di perbaiki lg ya aplikasi nya,negatif
di fitur gofood buatkan fitur hubungi resto dong suka lama resto siapin makan,netral
3 bintang dulu kalau terus ok bintang bakal berbicara,netral
sangat nyaman dan membantu sekali tapi sekarang ongkos jarak dekat nya sangat mahal,positif
tolong di proses upgrade saya terima kasih,positif
terus kembang kan aplikasinya terima kasih karya anak bangsa,positif
sangat membantu sekali,positif
sering order banyak driver yang gpsnya not_nyala atau mungkin pakai gps fake untuk aplikasi gojek saya sangat puas,netral
saya melaporkan saya minta penjelasan kenapa akun saya di bilang ada aktifitas yang not_wajar dan mencurigakan smntara ini saya akun baru nomor hp baru dan email baru kalau dari pihak gojek saya di suruh untuk perangkat lain yaa bagaimana no hp syaa dan email saya saja ada di akun ini,negatif
ukurannya hampir mencapai 100mb mending aplikasi sebelah ukuranya lebih kecil di hp not_lambat,negatif
lebih baik terus,positif
upgrade gopay plus butuh waktu yang lama respon layanan pelanggan juga kurang membantu mengatasi masalah,negatif
aplikasi nya bagus dan mantap tapi biaya layanan kalau lagi pesan gofood makin hari makin mahal belum lagi ongkos kirim nya jadi mikir mikir kalau mau beli,positif
knapa suka gagal yaa,netral
tolong di perbaiki lagi layanannya,netral
jarang dapat voucher gratis ongkos kirim,positif
mantap cepat sekali upgrade ke gopay nya,positif
cepat dan promonya ok punya,positif
tiap minggu malam di semarang mulai jam 6 malam susah dapat gojek,netral
bru bintang tiga mau liat dlu bagaimana aplksi nya kalau bgs saya kasi bintang 5,netral
